0.4	0.0	-0.0	-0.0	32.22295437393828	5.5984594609574225	37.8214138348957
0.4	0.04	-144.6317041690055	-7.915717472057639e-11	238417429.5874934	143.50082763087963	238417573.08832103
0.4	0.08	-289.263408338011	-3.1662869888230556e-10	2602435776.336325	1897.7827066639206	2602437674.119032
0.4	0.12	-433.8951125070164	-7.124145724851873e-10	8993349162.395178	9276.13140662696	8993358438.526585
0.4	0.16	-578.526816676022	-1.2665147955292223e-09	20187115873.405907	28958.100605215714	20187144831.50651
0.4	0.2	-723.1585208450274	-1.9789293680144094e-09	36703218914.27259	70295.63502612835	36703289209.907616
0.4	0.24	-867.7902250140328	-2.8496582899407494e-09	59414049924.655716	145312.76418409773	59414195237.4199
0.4	0.28	-1012.4219291830384	-3.878701561308245e-09	89750476282.1789	268705.547740742	89750744987.72664
0.4	0.32	-1157.053633352044	-5.066059182116889e-09	129729386946.60786	457842.06348143733	129729844788.67134
0.4	0.36	-1301.6853375210492	-6.411731152366688e-09	181988820312.6752	732762.4038859311	181989553075.0791
0.4	0.4	-1446.3170416900548	-7.915717472057638e-09	249494236450.2652	1116178.6749412643	249495352628.94012
0.4	0.44	-1590.9487458590602	-9.578018141189744e-09	335887194409.4834	1633474.9956676017	335888827884.47906
0.4	0.48	-1735.5804500280656	-1.1398633159762997e-08	445200637516.8527	2312707.497906975	445202950224.35065
0.4	0.52	-1880.2121541970714	-1.3377562527777408e-08	581901482596.8965	3184604.326220744	581904667201.2227
0.4	0.56	-2024.8438583660768	-1.551480624523298e-08	750875350076.4026	4282565.63783626	750879632642.0404
0.4	0.6	-2169.475562535082	-1.7810364312129688e-08	957415890165.2642	5642663.602617476	957421532828.8668
0.4	0.64	-2314.107266704088	-2.0264236728467556e-08	1207217507158.8726	7303642.403048019	1207224810801.2756
0.4	0.68	-2458.7389708730934	-2.287642349424658e-08	1506370516121.9758	9306918.234220967	1506379823040.21
0.4	0.72	-2603.3706750420984	-2.564692460946675e-08	1861357999832.4897	11696579.3038325	1861369696411.7935
0.4	0.76	-2748.002379211104	-2.857574007412808e-08	2279053832170.683	14519385.83217784	2279068351556.515
0.4	0.8	-2892.6340833801096	-3.166286988823055e-08	2766721488890.186	17824770.052148532	2766739313660.2383
0.4	0.84	-3037.265787549115	-3.4908314051774186e-08	3332013381630.494	21664836.209230676	3332035046466.7036
0.4	0.88	-3181.8974917181204	-3.8312072564758975e-08	3982970533710.621	26094360.561503604	3982996628071.1826
0.4	0.92	-3326.529195887126	-4.1874145427184905e-08	4728022474471.318	31170791.37963907	4728053645262.698
0.4	0.96	-3471.160900056131	-4.559453263905199e-08	5575987269335.535	36954248.94690057	5576024223584.482
0.4	1.0	-3615.792604225137	-4.947323420036024e-08	6536071630490.182	43507525.559142984	6536115138015.741
0.4	1.04	-3760.424308394143	-5.3510250111109634e-08	7617871071972.198	50896085.524812065	7617921968057.723
0.4	1.08	-3905.056012563148	-5.7705580371300194e-08	8831416835795.895	59188065.16494443	8831476023861.059
0.4	1.12	-4049.6877167321536	-6.205922498093192e-08	10186989760898.957	68454272.81316702	10187058215171.77
0.4	1.16	-4194.319420901159	-6.657118394000474e-08	11695398841013.273	78768188.81569727	11695477609202.09
0.4	1.2	-4338.951125070164	-7.124145724851875e-08	13367796582660.125	90205965.53134303	13367886788625.656
0.4	1.24	-4483.58282923917	-7.60700449064739e-08	15215725160483.918	102846427.33150214	15215828006911.25
0.4	1.28	-4628.214533408176	-8.105694691387022e-08	17251116563834.723	116771070.60016282	17251233334905.322
0.4	1.32	-4772.846237577181	-8.620216327070768e-08	19486292730370.086	132064063.73390296	19486424794433.82
0.4	1.36	-4917.477941746187	-9.150569397698631e-08	21933965666989.88	148812247.14189082	21934114479237.02
0.4	1.4000000000000001	-5062.109645915192	-9.696753903270609e-08	24607237558774.965	167105133.2458846	24607404663908.21
0.4	1.44	-5206.741350084197	-1.02587698437867e-07	27519600866789.58	187034906.48023227	27519787901696.06
0.4	1.48	-5351.373054253203	-1.083661721924691e-07	30684938415683.6	208696423.29187205	30685147112106.895
0.4	1.52	-5496.004758422208	-1.1430296029651232e-07	34117523472043.82	232187212.14033195	34117755659255.96
0.4	1.56	-5640.636462591215	-1.203980627499967e-07	37832019814411.92	257607473.49772972	37832277421885.42
0.4	1.6	-5785.268166760219	-1.266514795529222e-07	41843481795832.66	285060079.8487733	41843766855912.51
0.4	1.6400000000000001	-5929.8998709292255	-1.3306321070528892e-07	46167354399730.24	314650575.69076025	46167669050305.93
0.4	1.68	-6074.53157509823	-1.3963325620709674e-07	50819473289838.875	346487177.53357834	50819819777016.41
0.4	1.72	-6219.163279267235	-1.4636161605834573e-07	55816064854845.3	380680773.89970464	55816445535619.195
0.4	1.76	-6363.794983436241	-1.532482902590359e-07	61173746248330.46	417344925.32420695	61174163593255.78
0.4	1.8	-6508.426687605247	-1.6029327880916723e-07	66909525424537.164	456595864.3547424	66909982020401.516
0.4	1.84	-6653.058391774252	-1.6749658170873962e-07	73040801170429.97	498552495.55155694	73041299722925.52
0.4	1.8800000000000001	-6797.690095943259	-1.7485819895775325e-07	79585363134461.02	543336395.4874892	79585906470856.5
0.4	1.92	-6942.321800112262	-1.8237813055620796e-07	86561391852411.33	591071812.7479644	86561982924224.08
0.4	1.96	-7086.953504281269	-1.900563765041039e-07	93987458770629.4	641885667.9309998	93988100656297.34
0.4	2.0	-7231.585208450274	-1.9789293680144097e-07	101882526266955.27	695907553.6472021	101883222174508.9
0.8	0.0	-0.0	-0.0	32.22295437393828	5.5984594609574225	37.8214138348957
0.8	0.04	-35.819200226224346	-1.9789293680144098e-11	855495.890196955	18.443924417159423	855514.3341213721
0.8	0.08	-71.63840045244869	-7.915717472057639e-11	15372968.811345821	138.13173686179695	15373106.943082683
0.8	0.12	-107.45760067867303	-1.7810364312129683e-10	73832515.14505084	605.1639704569162	73833120.3090213
0.8	0.16	-143.27680090489739	-3.1662869888230556e-10	213048299.06561637	1818.983048276206	213050118.04866466
0.8	0.2	-179.09600113112177	-4.947323420036023e-10	468792315.8695248	4338.882483642306	468796654.75200844
0.8	0.24	-214.91520135734606	-7.124145724851873e-10	870834765.5956084	8884.084515769231	870843649.6801242
0.8	0.28	-250.73440158357047	-9.696753903270613e-10	1443141628.2688498	16333.69465452429	1443157961.9635043
0.8	0.32	-286.55360180979477	-1.2665147955292223e-09	2203447270.827928	27726.67809102252	2203474997.506019
0.8	0.36	-322.37280203601915	-1.602932788091672e-09	3164481697.4944425	44261.85026226761	3164525959.3447046
0.8	0.4	-358.19200226224353	-1.9789293680144094e-09	4335469062.434886	67297.87300815807	4335536360.307894
0.8	0.44	-394.01120248846786	-2.394504535297436e-09	5723257453.402505	98353.25289703983	5723355806.655402
0.8	0.48	-429.8304027146921	-2.8496582899407494e-09	7333603653.2005205	139106.34044148424	7333742759.540962
0.8	0.52	-465.64960294091657	-3.344390631944352e-09	9172100522.481398	191395.329705873	9172291917.811104
0.8	0.56	-501.46880316714095	-3.878701561308245e-09	11244921857.267319	257218.25809829688	11245179075.525417
0.8	0.6	-537.2880033933652	-4.452591078032422e-09	13559380886.874325	338733.00625450094	13559719619.880579
0.8	0.64	-573.1072036195895	-5.066059182116889e-09	16124334242.151846	438257.2979702816	16124772499.449816
0.8	0.68	-608.926403845814	-5.719105873561645e-09	18950463441.02276	558268.7001605758	18951021709.72292
0.8	0.72	-644.7456040720383	-6.411731152366688e-09	22050462392.671272	701404.6228338775	22051163797.294106
0.8	0.76	-680.5648042982626	-7.14393501853202e-09	25439154569.493748	870462.3190757615	25440025031.812824
0.8	0.8	-716.3840045244871	-7.915717472057638e-09	29133558622.1917	1068398.8850379921	29134627021.076736
0.8	0.84	-752.2032047507113	-8.727078512943546e-09	33152916901.906452	1298331.2599311587	33154215233.16638
0.8	0.88	-788.0224049769357	-9.578018141189744e-09	37518697796.7816	1563536.2260195918	37520261333.00762
0.8	0.92	-823.84160520316	-1.0468536356796226e-08	42254579982.51089	1867450.4086177817	42256447432.9195
0.8	0.96	-859.6608054293843	-1.1398633159762997e-08	47386424533.739845	2213670.2760878312	47388638204.01593
0.8	1.0	-895.4800056556087	-1.236830855009006e-08	52942239225.527	2605952.13983759	52944845177.66684
0.8	1.04	-931.2992058818331	-1.3377562527777408e-08	58952138154.76718	3048212.154319281	58955186366.9215
0.8	1.08	-967.1184061080575	-1.4426395092825048e-08	65448298929.94153	3544526.3170284955	65451843456.25856
