0.2	0.0	-0.0	(-0-0j)	32.22295437393828	5.5984594609574225	37.8214138348957
0.2	0.001	14.59866074331135	(2.5000000000000004e-11-0j)	44306.42274833635	10.063456195149872	44316.4862045315
0.2	0.002	29.1973214866227	(1.0000000000000002e-10-0j)	690096.7050266769	225.8878080674471	690322.5928347444
0.2	0.003	43.795982229934054	(2.25e-10-0j)	3470576.7780426443	57.37290468112873	3470634.1509473254
0.2	0.004	58.3946429732454	(4.0000000000000007e-10-0j)	10911931.300775627	981.2253015690693	10912912.526077196
0.2	0.005	72.99330371655677	(6.25e-10-0j)	26486929.496120814	3847.6210271765935	26490777.11714799
0.2	0.006	87.59196445986811	(9e-10-0j)	54554895.42120133	9913.898554061865	54564809.3197554
0.2	0.007	102.19062520317947	(1.2250000000000002e-09-0j)	100286481.41170058	20717.558281304104	100307198.96998188
0.2	0.008	116.7892859464908	(1.6000000000000003e-09-0j)	169577073.19780263	38075.74349527046	169615148.9412979
0.2	0.009000000000000001	131.3879466898022	(2.0250000000000003e-09-0j)	268950200.0110002	64085.18165757516	269014285.19265777
0.2	0.01	145.98660743311353	(2.5e-09-0j)	405453295.57720274	101122.1717723461	405554417.7489751
0.2	0.011	160.58526817642485	(3.0249999999999994e-09-0j)	586548151.9580886	151842.58061837824	586699994.538707
0.2	0.012	175.18392891973622	(3.6e-09-0j)	819998434.9030173	219181.8413698609	820217616.7443871
0.2	0.013000000000000001	189.7825896630476	(4.225000000000001e-09-0j)	1113756586.4921927	306354.95301423303	1114062941.4452069
0.2	0.014	204.38125040635893	(4.900000000000001e-09-0j)	1475852333.9982631	416856.48007918714	1476269190.4783423
0.2	0.015	218.97991114967024	(5.624999999999999e-09-0j)	1914284860.8585958	554460.5524937961	1914839321.4110897
0.2	0.016	233.5785718929816	(6.400000000000001e-09-0j)	2436920485.8742003	723220.8655131325	2437643706.7397137
0.2	0.017	248.17723263629298	(7.225000000000001e-09-0j)	3051397450.751482	927470.6796751186	3052324921.431157
0.2	0.018000000000000002	262.7758933796044	(8.100000000000001e-09-0j)	3765039144.8994164	1171822.8207747152	3766210967.720191
0.2	0.019	277.3745541229157	(9.024999999999998e-09-0j)	4584776810.9652605	1461169.679847889	4586237980.645108
0.2	0.02	291.97321486622707	(1e-08-0j)	5517082485.389023	1800683.2131613288	5518883168.602184
0.2	0.021	306.5718756095384	(1.1025000000000001e-08-0j)	6567912644.804892	2195814.9422056577	6570108459.747097
0.2	0.022	321.1705363528497	(1.2099999999999998e-08-0j)	7742662759.706299	2652295.953690851	7745315055.659989
0.2	0.023	335.76919709616107	(1.3225000000000001e-08-0j)	9046132708.264433	3176136.899543065	9049308845.163977
0.2	0.024	350.36785783947244	(1.44e-08-0j)	10482502780.840904	3773627.9969024174	10486276408.837807
0.2	0.025	364.9665185827838	(1.5625e-08-0j)	12055319813.28006	4451339.028121364	12059771152.308182
0.2	0.026000000000000002	379.5651793260952	(1.6900000000000002e-08-0j)	13767492826.70754	5216119.3407635605	13772708946.048304
0.2	0.027	394.1638400694065	(1.8225e-08-0j)	15621297424.103624	6075097.847602983	15627372521.951227
0.2	0.028	408.76250081271786	(1.9600000000000003e-08-0j)	17618388098.94027	7035683.026623286	17625423781.966892
0.2	0.029	423.36116155602923	(2.1025e-08-0j)	19759817547.21154	8105562.921017337	19767923110.132557
0.2	0.03	437.9598222993405	(2.2499999999999996e-08-0j)	22046062038.974934	9292705.139186814	22055354744.11412
0.2	0.031	452.55848304265186	(2.4025e-08-0j)	24477051896.17101	10605356.854741938	24487657253.02575
0.2	0.032	467.1571437859632	(2.5600000000000004e-08-0j)	27052206136.71411	12052044.80650126	27064258181.52061
0.2	0.033	481.7558045292746	(2.7225e-08-0j)	29791276671.60115	13641575.29849141	29804918246.899643
0.2	0.034	496.35446527258597	(2.8900000000000004e-08-0j)	32652702568.47141	15383034.199947078	32668085602.671356
0.2	0.035	510.95312601589734	(3.062500000000001e-08-0j)	35653888219.75381	17285786.945310783	35671174006.69912
0.2	0.036000000000000004	525.5517867592088	(3.2400000000000006e-08-0j)	38792600528.24052	19359478.53423285	38811960006.77475
0.2	0.037	540.15044750252	(3.4225e-08-0j)	42066389477.56926	21614033.53157134	42088003511.10083
0.2	0.038	554.7491082458314	(3.609999999999999e-08-0j)	45472306878.31488	24059656.067391947	45496366534.38227
0.2	0.039	569.3477689891428	(3.8025e-08-0j)	49007394434.943634	26706829.836968027	49034101264.7806
0.2	0.04	583.9464297324541	(4e-08-0j)	52668450277.530685	29566318.10078041	52698016595.63146
0.2	0.041	598.5450904757654	(4.2025e-08-0j)	56452130975.94617	32649163.68451752	56484780139.630684
0.2	0.042	613.1437512190768	(4.4100000000000004e-08-0j)	60354988429.14397	35966688.97907532	60390955118.12304
0.2	0.043000000000000003	627.7424119623881	(4.622500000000001e-08-0j)	64373504607.6867	39530495.94055714	64413035103.62726
0.2	0.044	642.3410727056994	(4.839999999999999e-08-0j)	68504123994.33191	43352466.09027386	68547476460.42218
0.2	0.045	656.9397334490108	(5.0625e-08-0j)	72743283621.03644	47444760.51474386	72790728381.55118
0.2	0.046	671.5383941923221	(5.2900000000000004e-08-0j)	77087440648.10052	51819819.8656928	77139260467.96622
0.2	0.047	686.1370549356335	(5.5225e-08-0j)	81533097472.40813	56490364.36005393	81589587836.76817
0.2	0.048	700.7357156789449	(5.76e-08-0j)	86076824386.98262	61469393.77996777	86138293780.76259
0.2	0.049	715.3343764222562	(6.0025e-08-0j)	90715279843.65419	66770187.47278227	90782050031.12697
